SEXE,EDAT,DATA,ESDEVENIMENT,PAUTA,RECOMPTE
Home,20 a 29,10/07/2021,Crítics,No iniciada,2
Home,80 o més,07/03/2021,Hospitalització,Completa,1
Home,80 o més,05/04/2021,Hospitalització,Parcial,2
Dona,60 a 69,03/06/2021,Crítics,Parcial,2
Home,80 o més,31/01/2021,Crítics,No iniciada,1
Dona,40 a 49,15/05/2021,Hospitalització,No iniciada,4
Home,30 a 39,13/02/2021,Crítics,No iniciada,1
Dona,80 o més,12/04/2021,Hospitalització,Parcial,1
Dona,50 a 59,21/07/2021,Crítics,Completa,1
Dona,10 a 19,15/06/2021,Hospitalització,No iniciada,1
Dona,80 o més,18/07/2021,Hospitalització,Completa,15
Home,80 o més,20/03/2021,Defunció,Parcial,1
Dona,70 a 79,24/01/2021,Hospitalització,No iniciada,22
Dona,0 a 9,20/02/2021,Hospitalització,No iniciada,1
Home,60 a 69,30/08/2021,Hospitalització,Completa,5
Home,80 o més,08/09/2021,Crítics,Completa,1
Dona,80 o més,17/05/2021,Hospitalització,Completa,3
Home,60 a 69,20/07/2021,Hospitalització,Parcial,14
Dona,30 a 39,03/01/2021,Hospitalització,No iniciada,2
No classificat,No classificat,25/01/2021,Hospitalització,No iniciada,2
Home,80 o més,14/05/2021,Cas,Completa,3
Dona,40 a 49,20/07/2021,Hospitalització,Completa,5
Dona,50 a 59,13/08/2021,Hospitalització,Completa,2
Home,60 a 69,12/06/2021,Hospitalització,Completa,1
Home,70 a 79,21/08/2021,Hospitalització,No iniciada,4
Home,70 a 79,09/02/2021,Defunció,Parcial,1
Home,60 a 69,04/05/2021,Crítics,No iniciada,1
Home,80 o més,04/05/2021,Cas,Parcial,7
Home,70 a 79,17/05/2021,Hospitalització,Parcial,3
Dona,50 a 59,05/05/2021,Hospitalització,No iniciada,7
Home,30 a 39,24/08/2021,Hospitalització,No iniciada,3
Dona,80 o més,06/07/2021,Defunció,Completa,1
Dona,80 o més,24/01/2021,Crítics,No iniciada,1
Home,30 a 39,14/06/2021,Hospitalització,No iniciada,7
Home,60 a 69,12/04/2021,Defunció,No iniciada,3
Home,60 a 69,09/09/2021,Defunció,Parcial,1
Home,70 a 79,21/02/2021,Crítics,No iniciada,3
Dona,70 a 79,15/03/2021,Defunció,Parcial,1
Home,80 o més,07/09/2021,Defunció,Completa,3
Dona,80 o més,26/05/2021,Cas,Parcial,1
Dona,80 o més,11/03/2021,Hospitalització,No iniciada,6
Dona,80 o més,01/05/2021,Cas,No iniciada,1
Dona,40 a 49,04/03/2021,Crítics,No iniciada,1
Dona,70 a 79,10/09/2021,Crítics,Completa,1
Home,70 a 79,15/07/2021,Hospitalització,No iniciada,1
Home,40 a 49,14/07/2021,Crítics,No iniciada,2
Home,60 a 69,03/03/2021,Defunció,No iniciada,2
Dona,80 o més,07/10/2021,Hospitalització,Completa,2
Dona,80 o més,06/03/2021,Cas,Parcial,1
Home,50 a 59,13/01/2021,Crítics,No iniciada,5
Dona,80 o més,28/09/2021,Defunció,Completa,1
Home,40 a 49,06/01/2021,Hospitalització,No iniciada,11
Dona,50 a 59,08/03/2021,Crítics,No iniciada,2
Dona,50 a 59,03/02/2021,Defunció,No iniciada,1
Dona,70 a 79,27/02/2021,Defunció,No iniciada,1
Dona,70 a 79,16/07/2021,Crítics,Completa,1
Home,80 o més,09/05/2021,Hospitalització,Parcial,2
Dona,60 a 69,25/07/2021,Crítics,No iniciada,3
Home,40 a 49,08/07/2021,Crítics,No iniciada,3
Home,80 o més,16/06/2021,Cas,Completa,1
Home,70 a 79,08/05/2021,Crítics,Parcial,3
Dona,0 a 9,26/04/2021,Hospitalització,No iniciada,1
Home,80 o més,30/03/2021,Cas,Completa,5
Dona,10 a 19,04/04/2021,Hospitalització,No iniciada,1
Dona,30 a 39,14/03/2021,Hospitalització,No iniciada,2
Dona,50 a 59,02/05/2021,Hospitalització,Parcial,1
Dona,80 o més,25/02/2021,Cas,No iniciada,31
Home,80 o més,14/06/2021,Hospitalització,Parcial,1
Home,30 a 39,27/07/2021,Crítics,No iniciada,1
Dona,50 a 59,02/04/2021,Crítics,No iniciada,2
Home,30 a 39,15/07/2021,Crítics,No iniciada,4
Home,80 o més,21/05/2021,Hospitalització,Completa,1
Dona,50 a 59,07/04/2021,Hospitalització,Completa,1
Dona,80 o més,27/01/2021,Crítics,No iniciada,2
Home,40 a 49,27/04/2021,Crítics,No iniciada,3
Dona,60 a 69,09/04/2021,Crítics,No iniciada,6
No classificat,No classificat,27/08/2021,Hospitalització,No iniciada,1
Home,60 a 69,14/07/2021,Hospitalització,Completa,8
Dona,60 a 69,24/04/2021,Hospitalització,Parcial,1
Home,10 a 19,14/08/2021,Hospitalització,No iniciada,1
No classificat,No classificat,20/01/2021,Crítics,No iniciada,1
Home,80 o més,30/04/2021,Defunció,Parcial,6
Home,60 a 69,03/10/2021,Hospitalització,No iniciada,1
Dona,80 o més,14/02/2021,Hospitalització,No iniciada,16
Dona,20 a 29,20/09/2021,Hospitalització,No iniciada,3
Home,60 a 69,22/07/2021,Hospitalització,Completa,14
Dona,30 a 39,06/09/2021,Hospitalització,No iniciada,3
Dona,30 a 39,22/08/2021,Hospitalització,Completa,1
Dona,50 a 59,24/08/2021,Hospitalització,Completa,3
Dona,70 a 79,09/08/2021,Crítics,No iniciada,1
Dona,40 a 49,28/04/2021,Hospitalització,No iniciada,5
Dona,60 a 69,31/07/2021,Hospitalització,Parcial,1
Home,50 a 59,07/03/2021,Hospitalització,No iniciada,3
Dona,40 a 49,01/10/2021,Hospitalització,Completa,1
Dona,40 a 49,21/04/2021,Crítics,No iniciada,2
Dona,60 a 69,20/07/2021,Crítics,No iniciada,2
Dona,40 a 49,27/08/2021,Hospitalització,Completa,1
Home,40 a 49,06/07/2021,Hospitalització,Parcial,4
Dona,50 a 59,05/05/2021,Crítics,Parcial,1
No classificat,No classificat,26/04/2021,Hospitalització,No iniciada,2
Dona,50 a 59,01/07/2021,Hospitalització,Parcial,1
Home,0 a 9,05/08/2021,Hospitalització,No iniciada,1
Dona,70 a 79,06/02/2021,Defunció,Parcial,1
Dona,20 a 29,01/08/2021,Hospitalització,No iniciada,3
Dona,60 a 69,17/05/2021,Hospitalització,Parcial,1
Home,80 o més,15/04/2021,Cas,Completa,1
Dona,80 o més,01/04/2021,Hospitalització,Parcial,2
Dona,60 a 69,24/09/2021,Hospitalització,No iniciada,1
Home,80 o més,02/03/2021,Defunció,No iniciada,10
Dona,70 a 79,16/02/2021,Defunció,No iniciada,2
Home,60 a 69,16/02/2021,Hospitalització,No iniciada,33
Home,50 a 59,13/07/2021,Crítics,No iniciada,2
Home,20 a 29,10/04/2021,Hospitalització,No iniciada,2
Home,80 o més,20/06/2021,Cas,Completa,1
Home,30 a 39,13/05/2021,Crítics,No iniciada,2
Home,60 a 69,28/01/2021,Defunció,No iniciada,4
Home,70 a 79,27/08/2021,Crítics,No iniciada,1
Dona,30 a 39,20/01/2021,Crítics,Parcial,1
Home,80 o més,17/09/2021,Hospitalització,Completa,7
Home,80 o més,05/06/2021,Cas,No iniciada,1
Home,50 a 59,31/01/2021,Crítics,No iniciada,6
Home,40 a 49,17/05/2021,Crítics,No iniciada,4
Home,60 a 69,15/05/2021,Defunció,Completa,1
Dona,60 a 69,22/03/2021,Crítics,No iniciada,3
Home,50 a 59,01/01/2021,Hospitalització,No iniciada,18
Home,60 a 69,11/08/2021,Defunció,Parcial,1
Home,40 a 49,07/05/2021,Crítics,No iniciada,3
Home,60 a 69,22/05/2021,Crítics,No iniciada,1
Dona,30 a 39,08/07/2021,Hospitalització,No iniciada,12
Home,40 a 49,20/08/2021,Crítics,Completa,1
Dona,80 o més,09/07/2021,Cas,Completa,56
Home,40 a 49,20/08/2021,Hospitalització,No iniciada,4
Dona,40 a 49,28/05/2021,Hospitalització,No iniciada,4
Home,40 a 49,07/02/2021,Hospitalització,No iniciada,4
Home,30 a 39,19/05/2021,Hospitalització,No iniciada,1
Dona,60 a 69,29/04/2021,Crítics,No iniciada,1
Dona,70 a 79,11/07/2021,Crítics,No iniciada,1
Dona,20 a 29,29/06/2021,Hospitalització,No iniciada,1
Dona,80 o més,21/02/2021,Crítics,No iniciada,2
Dona,80 o més,17/01/2021,Cas,No iniciada,81
Dona,80 o més,29/04/2021,Cas,No iniciada,6
Home,40 a 49,16/04/2021,Crítics,No iniciada,1
Home,60 a 69,15/07/2021,Crítics,Completa,1
Home,10 a 19,19/07/2021,Hospitalització,No iniciada,1
Dona,50 a 59,01/01/2021,Hospitalització,No iniciada,11
Dona,20 a 29,04/03/2021,Crítics,No iniciada,1
Home,60 a 69,06/02/2021,Hospitalització,No iniciada,11
Dona,20 a 29,27/08/2021,Crítics,No iniciada,1
Home,40 a 49,17/08/2021,Defunció,Completa,2
No classificat,No classificat,22/07/2021,Crítics,No iniciada,1
Home,80 o més,14/05/2021,Defunció,Parcial,1
Home,0 a 9,09/09/2021,Hospitalització,No iniciada,1
Dona,60 a 69,15/08/2021,Hospitalització,Parcial,1
Home,50 a 59,25/04/2021,Defunció,No iniciada,1
Dona,60 a 69,18/07/2021,Hospitalització,Parcial,1
Dona,80 o més,29/09/2021,Crítics,Completa,1
Dona,80 o més,16/02/2021,Hospitalització,Completa,1
Dona,50 a 59,19/05/2021,Crítics,No iniciada,1
Dona,30 a 39,18/02/2021,Hospitalització,No iniciada,4
Dona,40 a 49,11/01/2021,Hospitalització,No iniciada,10
Dona,20 a 29,20/04/2021,Hospitalització,No iniciada,3
Dona,70 a 79,16/07/2021,Crítics,No iniciada,1
Home,40 a 49,08/09/2021,Hospitalització,No iniciada,5
Dona,20 a 29,13/01/2021,Hospitalització,No iniciada,4
Home,40 a 49,01/07/2021,Hospitalització,No iniciada,6
Dona,50 a 59,28/01/2021,Hospitalització,No iniciada,17
Home,80 o més,03/04/2021,Cas,Parcial,1
Home,70 a 79,03/08/2021,Crítics,No iniciada,1
No classificat,No classificat,13/01/2021,Hospitalització,No iniciada,2
Home,50 a 59,01/07/2021,Hospitalització,Parcial,1
Dona,30 a 39,01/08/2021,Hospitalització,No iniciada,11
Dona,80 o més,30/03/2021,Hospitalització,No iniciada,8
Home,40 a 49,27/05/2021,Hospitalització,Completa,1
Dona,60 a 69,17/03/2021,Hospitalització,No iniciada,11
Home,40 a 49,14/07/2021,Crítics,Parcial,1
Home,50 a 59,25/07/2021,Hospitalització,Completa,6
No classificat,No classificat,20/09/2021,Crítics,No iniciada,1
Home,80 o més,12/04/2021,Cas,No iniciada,21
Home,70 a 79,08/03/2021,Defunció,No iniciada,8
Home,80 o més,01/05/2021,Cas,Parcial,5
Dona,80 o més,26/02/2021,Hospitalització,No iniciada,21
Dona,20 a 29,14/01/2021,Hospitalització,No iniciada,1
Home,70 a 79,16/08/2021,Defunció,No iniciada,1
Dona,60 a 69,21/09/2021,Crítics,Completa,1
Dona,80 o més,04/07/2021,Cas,No iniciada,1
Dona,70 a 79,29/07/2021,Defunció,No iniciada,1
Dona,50 a 59,23/03/2021,Defunció,No iniciada,1
Home,20 a 29,02/03/2021,Hospitalització,No iniciada,1
Dona,40 a 49,12/06/2021,Crítics,No iniciada,1
Home,70 a 79,06/05/2021,Crítics,No iniciada,2
Dona,70 a 79,31/03/2021,Hospitalització,No iniciada,9
Home,70 a 79,13/05/2021,Defunció,No iniciada,1
Home,40 a 49,04/05/2021,Hospitalització,No iniciada,5
Dona,70 a 79,23/03/2021,Crítics,No iniciada,1
Dona,60 a 69,16/07/2021,Crítics,Completa,1
Dona,60 a 69,20/08/2021,Hospitalització,No iniciada,3
Home,30 a 39,01/09/2021,Hospitalització,Completa,1
Home,20 a 29,16/01/2021,Crítics,No iniciada,1
Dona,30 a 39,26/01/2021,Hospitalització,No iniciada,6
Home,60 a 69,04/10/2021,Hospitalització,No iniciada,1
Dona,0 a 9,08/07/2021,Hospitalització,No iniciada,1
Dona,80 o més,29/01/2021,Cas,Parcial,24
No classificat,No classificat,17/02/2021,Hospitalització,No iniciada,1
Dona,50 a 59,02/09/2021,Hospitalització,No iniciada,2
Home,40 a 49,11/08/2021,Hospitalització,Completa,1
Dona,80 o més,01/01/2021,Defunció,No iniciada,19
Dona,50 a 59,27/06/2021,Crítics,No iniciada,1
Home,80 o més,03/02/2021,Cas,No iniciada,62
Dona,40 a 49,10/07/2021,Hospitalització,Parcial,3
Home,60 a 69,16/05/2021,Crítics,No iniciada,1
Dona,50 a 59,27/02/2021,Crítics,No iniciada,2
Dona,30 a 39,01/08/2021,Crítics,No iniciada,1
Dona,60 a 69,20/03/2021,Hospitalització,No iniciada,9
Dona,80 o més,28/09/2021,Cas,Parcial,1
Home,80 o més,22/01/2021,Defunció,No iniciada,31
Dona,40 a 49,05/04/2021,Crítics,No iniciada,1
Dona,80 o més,30/06/2021,Defunció,Parcial,1
Dona,0 a 9,06/05/2021,Hospitalització,No iniciada,1
Home,70 a 79,08/10/2021,Hospitalització,Completa,1
Dona,20 a 29,22/07/2021,Hospitalització,No iniciada,14
Dona,30 a 39,19/09/2021,Hospitalització,Completa,1
Dona,80 o més,03/06/2021,Crítics,Completa,1
Dona,10 a 19,18/04/2021,Hospitalització,No iniciada,1
Dona,80 o més,15/01/2021,Cas,No iniciada,185
Dona,70 a 79,14/03/2021,Hospitalització,No iniciada,13
Home,60 a 69,27/08/2021,Crítics,No iniciada,1
Home,80 o més,22/05/2021,Cas,Completa,1
Home,30 a 39,17/09/2021,Hospitalització,No iniciada,1
Dona,20 a 29,15/04/2021,Hospitalització,No iniciada,3
Home,70 a 79,02/03/2021,Defunció,No iniciada,2
Home,70 a 79,30/04/2021,Crítics,Parcial,1
Home,80 o més,07/04/2021,Cas,No iniciada,19
Home,50 a 59,10/03/2021,Defunció,No iniciada,1
Dona,40 a 49,06/07/2021,Hospitalització,No iniciada,3
Dona,40 a 49,27/07/2021,Hospitalització,No iniciada,8
Home,60 a 69,07/08/2021,Crítics,Completa,1
Dona,80 o més,16/02/2021,Defunció,No iniciada,14
Home,50 a 59,25/06/2021,Hospitalització,Parcial,1
Dona,70 a 79,28/07/2021,Hospitalització,Completa,5
Home,70 a 79,23/05/2021,Hospitalització,Completa,1
Home,50 a 59,26/07/2021,Crítics,Completa,1
Dona,50 a 59,16/08/2021,Hospitalització,Completa,1
Home,40 a 49,25/06/2021,Hospitalització,Completa,1
Dona,60 a 69,05/02/2021,Crítics,No iniciada,2
Dona,70 a 79,03/02/2021,Hospitalització,Parcial,2
Home,60 a 69,05/07/2021,Hospitalització,Parcial,8
Dona,40 a 49,24/08/2021,Hospitalització,No iniciada,4
Home,40 a 49,04/09/2021,Hospitalització,No iniciada,1
Dona,40 a 49,17/01/2021,Crítics,No iniciada,3
Home,80 o més,26/05/2021,Hospitalització,Completa,3
Home,80 o més,16/02/2021,Cas,No iniciada,29
Dona,60 a 69,25/05/2021,Hospitalització,Parcial,1
Home,80 o més,29/01/2021,Defunció,Parcial,5
Dona,30 a 39,02/03/2021,Hospitalització,No iniciada,1
Home,80 o més,23/09/2021,Cas,Completa,4
Dona,80 o més,22/04/2021,Defunció,No iniciada,1
Home,70 a 79,09/04/2021,Hospitalització,Parcial,1
Home,60 a 69,27/08/2021,Defunció,No iniciada,1
Home,60 a 69,05/06/2021,Crítics,Parcial,1
Dona,60 a 69,06/01/2021,Crítics,No iniciada,3
Dona,80 o més,07/04/2021,Cas,No iniciada,38
Dona,30 a 39,16/09/2021,Hospitalització,Completa,1
Dona,70 a 79,15/02/2021,Hospitalització,No iniciada,12
No classificat,No classificat,25/06/2021,Crítics,No iniciada,1
Home,0 a 9,19/02/2021,Hospitalització,No iniciada,1
Dona,80 o més,08/06/2021,Cas,No iniciada,1
Home,40 a 49,11/03/2021,Crítics,No iniciada,1
Dona,70 a 79,20/05/2021,Hospitalització,Completa,1
Dona,80 o més,07/05/2021,Cas,Completa,7
Dona,40 a 49,29/05/2021,Hospitalització,No iniciada,2
Home,60 a 69,15/04/2021,Defunció,Completa,1
Dona,80 o més,21/04/2021,Cas,Parcial,12
Dona,80 o més,12/08/2021,Defunció,No iniciada,2
Home,80 o més,30/01/2021,Defunció,Parcial,2
Dona,70 a 79,08/10/2021,Crítics,Completa,1
Home,60 a 69,17/04/2021,Hospitalització,Parcial,2
Dona,80 o més,11/05/2021,Cas,Completa,8
No classificat,No classificat,30/03/2021,Hospitalització,No iniciada,1
Dona,60 a 69,09/09/2021,Hospitalització,No iniciada,2
Dona,60 a 69,19/04/2021,Hospitalització,Parcial,2
Home,60 a 69,30/07/2021,Defunció,No iniciada,1
Dona,80 o més,08/07/2021,Hospitalització,Completa,4
Dona,60 a 69,25/04/2021,Hospitalització,Parcial,2
Home,70 a 79,13/03/2021,Crítics,No iniciada,3
Home,50 a 59,06/01/2021,Crítics,No iniciada,6
Dona,30 a 39,21/08/2021,Hospitalització,No iniciada,4
Dona,70 a 79,17/04/2021,Crítics,No iniciada,4
Home,80 o més,24/02/2021,Hospitalització,Parcial,1
Home,40 a 49,13/02/2021,Hospitalització,No iniciada,5
Dona,10 a 19,03/06/2021,Hospitalització,No iniciada,1
Home,50 a 59,26/08/2021,Crítics,No iniciada,3
Home,50 a 59,12/08/2021,Hospitalització,Completa,1
Dona,60 a 69,18/09/2021,Hospitalització,Completa,1
Dona,30 a 39,22/05/2021,Crítics,No iniciada,1
Home,40 a 49,29/08/2021,Hospitalització,Completa,1
Home,70 a 79,27/04/2021,Crítics,No iniciada,2
Dona,80 o més,09/09/2021,Defunció,No iniciada,1
Dona,20 a 29,12/05/2021,Hospitalització,No iniciada,2
Dona,40 a 49,28/03/2021,Hospitalització,No iniciada,5
Dona,80 o més,28/03/2021,Defunció,No iniciada,3
Dona,70 a 79,26/08/2021,Defunció,No iniciada,1
Dona,60 a 69,14/08/2021,Hospitalització,No iniciada,2
Dona,60 a 69,14/01/2021,Crítics,No iniciada,4
Dona,70 a 79,08/08/2021,Defunció,Completa,1
Home,30 a 39,29/04/2021,Crítics,No iniciada,1
Dona,80 o més,22/03/2021,Crítics,No iniciada,1
Home,70 a 79,06/10/2021,Crítics,Completa,1
Dona,10 a 19,12/06/2021,Hospitalització,No iniciada,1
Dona,80 o més,28/01/2021,Cas,Parcial,28
Home,60 a 69,28/03/2021,Hospitalització,No iniciada,6
Home,50 a 59,28/05/2021,Crítics,No iniciada,1
Dona,30 a 39,15/09/2021,Hospitalització,No iniciada,1
Home,80 o més,28/04/2021,Hospitalització,No iniciada,1
Dona,50 a 59,26/08/2021,Hospitalització,Completa,1
Home,70 a 79,21/04/2021,Crítics,No iniciada,3
Dona,60 a 69,16/08/2021,Defunció,Parcial,1
Dona,60 a 69,01/05/2021,Hospitalització,No iniciada,8
Home,70 a 79,11/08/2021,Hospitalització,Completa,13
Home,80 o més,13/06/2021,Cas,Completa,2
Dona,20 a 29,31/07/2021,Hospitalització,No iniciada,2
Dona,40 a 49,13/09/2021,Hospitalització,Parcial,1
Home,40 a 49,12/08/2021,Hospitalització,Completa,2
Home,50 a 59,11/04/2021,Crítics,No iniciada,3
Home,70 a 79,01/01/2021,Hospitalització,No iniciada,13
Dona,40 a 49,23/06/2021,Crítics,No iniciada,1
Dona,60 a 69,27/09/2021,Hospitalització,No iniciada,1
Home,70 a 79,27/03/2021,Hospitalització,No iniciada,18
Home,50 a 59,03/07/2021,Hospitalització,Parcial,3
Dona,70 a 79,19/02/2021,Crítics,No iniciada,3
Home,60 a 69,03/05/2021,Crítics,No iniciada,4
Home,60 a 69,08/01/2021,Crítics,No iniciada,2
Home,80 o més,25/01/2021,Crítics,No iniciada,3
Dona,10 a 19,20/07/2021,Crítics,No iniciada,1
Home,70 a 79,26/02/2021,Crítics,No iniciada,4
Home,60 a 69,29/07/2021,Crítics,No iniciada,3
Dona,40 a 49,20/09/2021,Crítics,Completa,1
Home,40 a 49,20/07/2021,Hospitalització,No iniciada,25
Dona,40 a 49,17/08/2021,Crítics,No iniciada,1
Home,80 o més,17/05/2021,Hospitalització,Completa,6
No classificat,No classificat,14/06/2021,Hospitalització,No iniciada,1
Home,70 a 79,16/09/2021,Hospitalització,Completa,3
No classificat,No classificat,27/01/2021,Hospitalització,No iniciada,2
Dona,30 a 39,23/05/2021,Hospitalització,No iniciada,2
Home,70 a 79,24/07/2021,Crítics,No iniciada,2
Home,80 o més,14/02/2021,Defunció,No iniciada,9
Dona,70 a 79,15/03/2021,Crítics,No iniciada,3
Home,80 o més,05/08/2021,Hospitalització,Completa,19
Home,30 a 39,02/08/2021,Crítics,No iniciada,1
Home,70 a 79,10/08/2021,Defunció,Completa,1
Dona,80 o més,17/04/2021,Defunció,Completa,2
Home,50 a 59,07/07/2021,Crítics,Parcial,1
Dona,20 a 29,20/06/2021,Crítics,No iniciada,1
Dona,20 a 29,24/07/2021,Hospitalització,No iniciada,9
Dona,60 a 69,09/04/2021,Hospitalització,No iniciada,19
Home,20 a 29,21/07/2021,Crítics,No iniciada,5
Dona,60 a 69,25/04/2021,Defunció,No iniciada,1
Dona,80 o més,29/01/2021,Defunció,Parcial,8
Home,50 a 59,28/01/2021,Hospitalització,No iniciada,20
Dona,80 o més,23/02/2021,Cas,Completa,5
Home,70 a 79,20/05/2021,Crítics,Parcial,2
Home,20 a 29,23/02/2021,Hospitalització,No iniciada,1
Home,80 o més,07/05/2021,Hospitalització,Parcial,3
Dona,80 o més,21/09/2021,Cas,Completa,10
Home,30 a 39,06/09/2021,Crítics,No iniciada,1
Home,40 a 49,14/03/2021,Crítics,No iniciada,1
Home,30 a 39,13/04/2021,Crítics,Parcial,1
Home,40 a 49,25/01/2021,Crítics,No iniciada,3
Home,80 o més,27/07/2021,Defunció,No iniciada,4
Home,30 a 39,03/05/2021,Crítics,No iniciada,1
Dona,80 o més,14/05/2021,Defunció,No iniciada,1
Home,30 a 39,27/03/2021,Hospitalització,No iniciada,1
Dona,50 a 59,03/01/2021,Crítics,No iniciada,3
Dona,80 o més,05/05/2021,Defunció,Completa,2
Home,80 o més,16/01/2021,Cas,No iniciada,66
Dona,70 a 79,19/07/2021,Defunció,No iniciada,2
Home,70 a 79,21/07/2021,Crítics,Completa,2
Dona,80 o més,15/02/2021,Hospitalització,No iniciada,9
Home,80 o més,17/03/2021,Defunció,No iniciada,6
Home,80 o més,15/04/2021,Cas,Parcial,12
Dona,50 a 59,09/09/2021,Hospitalització,No iniciada,1
Dona,40 a 49,29/08/2021,Hospitalització,Completa,1
Dona,20 a 29,22/04/2021,Hospitalització,No iniciada,2
Home,30 a 39,12/08/2021,Hospitalització,Completa,1
Dona,50 a 59,02/06/2021,Defunció,No iniciada,1
Home,60 a 69,20/02/2021,Hospitalització,No iniciada,14
Home,40 a 49,14/05/2021,Hospitalització,No iniciada,12
Dona,30 a 39,23/07/2021,Crítics,No iniciada,3
Home,70 a 79,20/09/2021,Crítics,Completa,1
Dona,60 a 69,18/07/2021,Crítics,Parcial,1
Dona,70 a 79,05/08/2021,Hospitalització,Completa,6
Dona,80 o més,05/03/2021,Defunció,No iniciada,2
Dona,50 a 59,23/01/2021,Defunció,No iniciada,1
Home,20 a 29,04/10/2021,Hospitalització,Completa,1
Dona,20 a 29,17/09/2021,Hospitalització,No iniciada,1
Dona,40 a 49,23/02/2021,Hospitalització,No iniciada,3
Dona,40 a 49,08/06/2021,Hospitalització,Completa,1
Home,60 a 69,27/02/2021,Hospitalització,No iniciada,12
Dona,80 o més,09/07/2021,Hospitalització,Completa,7
Dona,40 a 49,27/06/2021,Hospitalització,No iniciada,2
Dona,80 o més,27/07/2021,Defunció,Completa,12
Home,60 a 69,01/05/2021,Hospitalització,Parcial,3
Home,70 a 79,23/05/2021,Defunció,No iniciada,1
Dona,40 a 49,01/07/2021,Hospitalització,Parcial,2
Home,40 a 49,29/03/2021,Hospitalització,No iniciada,13
Dona,50 a 59,22/07/2021,Hospitalització,Parcial,2
Dona,0 a 9,13/05/2021,Hospitalització,No iniciada,1
Home,80 o més,13/02/2021,Defunció,No iniciada,12
Home,80 o més,05/02/2021,Cas,No iniciada,50
Dona,30 a 39,27/05/2021,Crítics,No iniciada,1
Home,80 o més,23/07/2021,Defunció,No iniciada,1
Home,50 a 59,03/06/2021,Hospitalització,No iniciada,5
Dona,80 o més,30/09/2021,Cas,Completa,8
Dona,40 a 49,21/08/2021,Hospitalització,No iniciada,2
Dona,80 o més,19/07/2021,Defunció,Completa,3
Dona,30 a 39,26/05/2021,Crítics,No iniciada,1
Dona,80 o més,09/03/2021,Hospitalització,Parcial,1
Home,40 a 49,27/05/2021,Crítics,Completa,1
Dona,0 a 9,18/07/2021,Hospitalització,No iniciada,2
Dona,70 a 79,04/09/2021,Hospitalització,Completa,4
Home,50 a 59,22/07/2021,Hospitalització,Completa,4
Home,80 o més,03/10/2021,Cas,Completa,5
Home,80 o més,22/04/2021,Hospitalització,No iniciada,3
Home,20 a 29,01/07/2021,Hospitalització,No iniciada,2
